title,genre,score,ranked,aired,episodes
Gakusen Toshi Asterisk,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",7.05,3592.0,"Oct 3, 2015 to Dec 19, 2015",12.0
Doraemon: Doraemon Comes Back (Movie),"Comedy, Kids, Fantasy",7.05,3591.0,"Mar 7, 1998",1.0
Arakawa Under the Bridge,"Comedy, Romance, Seinen",7.64,1298.0,"Apr 5, 2010 to Jun 28, 2010",13.0
Yuru Yuri,"Slice of Life, Comedy, School, Shoujo Ai",7.65,1295.0,"Jul 5, 2011 to Sep 20, 2011",12.0
Yowamushi Pedal Movie,"Comedy, Drama, Shounen, Sports",7.65,1294.0,"Aug 28, 2015",1.0
Uchuu Patrol Luluco,"Action, Adventure, Comedy, Space",7.65,1291.0,"Apr 1, 2016 to Jun 24, 2016",13.0
Toriko,"Action, Adventure, Comedy, Fantasy, Shounen",7.65,1290.0,"Apr 3, 2011 to Mar 30, 2014",147.0
Tonari no Kaibutsu-kun,"Slice of Life, Comedy, Romance, School, Shoujo",7.65,1289.0,"Oct 2, 2012 to Dec 25, 2012",13.0
Tokyo Ravens,"Comedy, Supernatural, Magic, Romance, School",7.65,1288.0,"Oct 9, 2013 to Mar 26, 2014",24.0
Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi,"Slice of Life, Magic, Comedy, Shoujo",5.67,9387.0,"Jul 12, 1980",1.0
Anitore! XX: Hitotsu Yane no Shita de,"Comedy, Sports",5.66,9408.0,"Oct 5, 2016 to Dec 21, 2016",12.0
Ariel Deluxe,"Action, Comedy, Mecha, Sci-Fi",5.66,9409.0,"Jan 21, 1991 to Apr 21, 1991",2.0
Drifters: Kokuou-sama Goranshin,"Comedy, Parody",5.66,9415.0,"Dec 30, 2016",1.0
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai Specials,"Comedy, Ecchi, Harem",5.65,9454.0,"Feb 27, 2019 to Mar 27, 2019",2.0
Zombie Clay Animation: Life of the Dead,"Comedy, Horror",5.65,9467.0,2011 to 2012,4.0
Macross Fufonfia,"Comedy, Parody",5.64,9486.0,"May 27, 2008 to Oct 8, 2008",20.0
Robo to Shoujo (Kari),"Action, Comedy, Mecha, Sci-Fi",5.62,9552.0,"Jun 16, 2010 to Jun 19, 2011",9.0
Tachibanakan Triangle,"Comedy, Ecchi, Shoujo Ai",5.62,9556.0,"Apr 4, 2018 to Jun 20, 2018",12.0
Cynical Hysterie Hour: Trip Coaster,"Comedy, Slice of Life",5.61,9566.0,"Dec 24, 1988",1.0
Crayon Shin-chan Movie 06: Dengeki! Buta no Hizume Daisakusen,"Slice of Life, Comedy, Ecchi, School, Seinen",7.05,3588.0,"Apr 18, 1998",1.0
Hoshi no Kirby: Pilot,"Adventure, Comedy, Parody, Fantasy",5.72,9245.0,2000,1.0
Chobits: Chibits,"Romance, Comedy",7.05,3586.0,"Jun 27, 2003",1.0
Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,"Action, Adventure, Comedy, Seinen",7.05,3587.0,"Apr 23, 1994",1.0
Chicchana Yukitsukai Sugar Specials,"Slice of Life, Magic, Comedy, Shoujo",7.05,3585.0,"Aug 21, 2003 to Aug 28, 2003",2.0
Yowamushi Pedal: Re:Generation,"Comedy, Sports, Drama, Shounen",7.06,3577.0,"Oct 13, 2017",1.0
Urusei Yatsura Movie 3: Remember My Love,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance",7.06,3574.0,"Jan 26, 1985",1.0
Tsukuyomi: Moon Phase,"Comedy, Fantasy, Romance, Seinen, Vampire",7.06,3573.0,"Oct 5, 2004 to Mar 29, 2005",25.0
Thermae Romae,"Comedy, Historical, Seinen",7.06,3572.0,"Jan 13, 2012 to Jan 27, 2012",3.0
Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,"Harem, Comedy, Romance, Ecchi",7.06,3568.0,"Jan 9, 2015",1.0
Overlord: Ple Ple Pleiades,"Action, Comedy, Magic, Fantasy",7.06,3565.0,"Sep 25, 2015 to Feb 24, 2016",8.0
Nekopara OVA,"Comedy, Romance",7.06,3564.0,"Dec 22, 2017",1.0
Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,"Action, Comedy, Martial Arts, Shounen, Super Power",7.06,3563.0,"Jul 31, 2010",1.0
Mahoromatic 2 End Year Special,"Ecchi, Romance, Comedy, Military, Sci-Fi",7.06,3561.0,"Dec 21, 2002",1.0
Ryuusei Sentai Musumet,"Adventure, Comedy, Ecchi, Romance, Sci-Fi",5.92,8600.0,"Oct 4, 2004 to Dec 27, 2004",13.0
Duel Masters,"Action, Adventure, Comedy, Shounen",5.9,8650.0,"Oct 21, 2002 to Apr 4, 2003",26.0
Osomatsu-san 2nd Season,"Comedy, Parody",7.65,1283.0,"Oct 3, 2017 to Mar 27, 2018",25.0
Kore wa Zombie Desu ka? of the Dead,"Action, Harem, Comedy, Supernatural, Magic, Ecchi",7.65,1280.0,"Apr 5, 2012 to Jun 7, 2012",10.0
Kemono Friends,"Adventure, Comedy, Fantasy",7.65,1278.0,"Jan 11, 2017 to Mar 29, 2017",12.0
InuYasha Movie 1: Toki wo Koeru Omoi,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen",7.65,1275.0,"Dec 22, 2001",1.0
Hayate no Gotoku!,"Action, Harem, Comedy, Parody, Romance, Shounen",7.65,1272.0,"Apr 1, 2007 to Mar 30, 2008",52.0
Hungry Heart: Wild Striker,"Slice of Life, Comedy, Sports, Shounen",7.65,1273.0,"Sep 11, 2002 to Sep 10, 2003",52.0
High Score,"Slice of Life, Comedy, School, Shoujo",5.68,9350.0,"Nov 28, 2011 to Jan 30, 2012",8.0
Lupin III: The Last Job,"Action, Adventure, Comedy, Seinen",7.06,3560.0,"Feb 12, 2010",1.0
Lupin III: Harimao no Zaihou wo Oe!!,"Action, Adventure, Mystery, Comedy, Seinen",7.06,3559.0,"Aug 4, 1995",1.0
Lost Universe,"Adventure, Comedy, Drama, Sci-Fi, Shounen, Space",7.06,3558.0,"Apr 3, 1998 to Sep 25, 1998",26.0
Kinnikuman II Sei: Ultimate Muscle 2,"Action, Sci-Fi, Comedy, Sports, Martial Arts, Shounen",7.06,3556.0,"Jan 4, 2006 to Mar 29, 2006",13.0
Kill Me Baby: Butsuzou Kegatte Nise Halloween,"Comedy, School",7.06,3555.0,"Oct 16, 2013",1.0
Kachou Ouji,"Sci-Fi, Adventure, Music, Slice of Life, Space, Comedy",7.06,3553.0,"Jul 8, 1999 to Oct 7, 1999",13.0
IS: Infinite Stratos 2 - World Purge-hen,"Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha",7.06,3551.0,"Nov 26, 2014",1.0
Feng Yu Zhou,"Action, Adventure, Comedy, Historical, Super Power, Demons, Drama, Fantasy",7.06,3546.0,"Aug 3, 2018",1.0
Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials,"Comedy, Magic, Ecchi",7.06,3545.0,"Sep 25, 2015 to Jan 29, 2016",5.0
D.C.S.S: Da Capo Second Season,"Comedy, Harem, Romance, Supernatural, Drama",7.06,3541.0,"Jul 2, 2005 to Dec 24, 2005",26.0
Chihayafuru 2: Waga Miyo ni Furu Nagame Shima ni,"Slice of Life, Comedy, School, Josei",7.06,3540.0,"Sep 13, 2013",1.0
Anima Yell!,"Comedy, School, Sports",7.06,3537.0,"Oct 7, 2018 to Dec 23, 2018",12.0
Wangu Xian Qiong,"Adventure, Comedy, Fantasy, Shounen",7.07,3531.0,"May 18, 2017 to Jul 27, 2017",12.0
Sword Art Online Movie: Ordinal Scale - Sword Art Offline,Comedy,7.07,3529.0,"Sep 27, 2017",1.0
Senki Zesshou Symphogear XV: Senki Zesshou Shinai Symphogear,"Slice of Life, Comedy",7.07,3523.0,"Dec 4, 2019 to Mar 4, 2020",4.0
Punch Line,"Comedy, Ecchi, Sci-Fi, Super Power, Supernatural",7.07,3519.0,"Apr 10, 2015 to Jun 26, 2015",12.0
Onegai! Samia Don,"Kids, Slice of Life, Fantasy, Magic, Comedy",7.07,3516.0,"Apr 2, 1985 to Feb 4, 1986",78.0
Himitsukessha Taka no Tsume The Movie 3: http://takanotsume.jp wa Eien ni,"Comedy, Parody, Super Power",5.77,9073.0,"Jan 16, 2010",1.0
Hatsukoi Monster,"Comedy, Romance, School, Shoujo",5.8,8979.0,"Jul 2, 2016 to Sep 17, 2016",12.0
Shin Dokonjou Gaeru: Dokonjou Yumemakura,"Slice of Life, Comedy, Shounen",5.85,8827.0,"Mar 20, 1982",1.0
Maison Ikkoku: Shiki Utsuriyuku Kisetsu no Naka de,"Comedy, Drama, Romance, Seinen",7.07,3510.0,"Dec 21, 1988",1.0
Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Encore Animation,Comedy,7.07,3509.0,"Jul 23, 2014",1.0
Kiss x Sis,"Comedy, Ecchi, Harem, Romance, School, Seinen",7.07,3507.0,"Dec 22, 2008 to Apr 6, 2015",12.0
Houkago no Ouji-sama,"Comedy, School, Shounen, Sports",7.07,3504.0,"Oct 29, 2014 to Jun 26, 2015",5.0
Mazinger ZIP!,"Comedy, Mecha",5.92,8591.0,"Apr 8, 2013 to Mar 28, 2014",237.0
Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,"Action, Music, Comedy, Magic, Fantasy, Shoujo",7.07,3518.0,"Mar 19, 2016",1.0
Show By Rock!! #,"Music, Comedy",7.07,3526.0,"Oct 2, 2016 to Dec 18, 2016",12.0
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen",7.65,1268.0,"Mar 4, 1995",1.0
D-Frag!,"Game, Comedy, School, Seinen",7.65,1267.0,"Jan 7, 2014 to Mar 25, 2014",12.0
Aa! Megami-sama!: Tatakau Tsubasa,"Comedy, Magic, Romance, Seinen, Supernatural",7.65,1264.0,"Dec 9, 2007",2.0
Utawarerumono Specials,"Action, Fantasy, Comedy, Drama",7.66,1263.0,"Aug 23, 2006 to Feb 21, 2007",6.0
Special A,"Comedy, Romance, School, Shoujo",7.66,1259.0,"Apr 7, 2008 to Sep 15, 2008",24.0
Bonobono (TV),Comedy,7.05,3582.0,"Apr 20, 1995 to Mar 28, 1996",48.0
Osake wa Fuufu ni Natte kara: Yuzu Atsukan,"Comedy, Romance, Slice of Life",7.04,3650.0,"Oct 6, 2018",1.0
Zero no Tsukaima: Princesses no Rondo Picture Drama,"Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School",7.03,3699.0,"Sep 25, 2008 to Mar 25, 2009",7.0
YAT Anshin! Uchuu Ryokou 2,"Adventure, Comedy, Sci-Fi, Shounen",7.02,3747.0,"Apr 11, 1998 to Oct 3, 1998",25.0
Uchi no Maid ga Uzasugiru!: Uchi no Maid wa Yappari Mou Honto Uzainda naa...,"Slice of Life, Comedy, Shoujo Ai",7.02,3746.0,"Apr 24, 2019",1.0
Toaru Majutsu no Index-tan II,"Comedy, Parody",7.02,3743.0,"Jan 26, 2011 to Jun 22, 2011",2.0
To Be Hero,Comedy,7.02,3741.0,"Oct 5, 2016 to Dec 21, 2016",12.0
Rinne no Lagrange Season 2,"Action, Comedy, Mecha, Sci-Fi",7.02,3731.0,"Jul 8, 2012 to Sep 23, 2012",12.0
Onegai My Melody Sukkiri♪,"Fantasy, Magic, Comedy",7.01,3728.0,"Apr 1, 2007 to Mar 24, 2008",52.0
Maria†Holic Alive,"Comedy, Parody, School, Shoujo Ai",7.02,3724.0,"Apr 8, 2011 to Jun 24, 2011",12.0
Futari wa Precure: Max Heart,"Action, Comedy, Fantasy, Magic, Shoujo",7.02,3711.0,"Feb 6, 2005 to Jan 29, 2006",47.0
Full Metal Panic! Movie 2: One Night Stand,"Action, Comedy, Mecha, Military, Sci-Fi",7.02,3710.0,"Jan 13, 2018",1.0
Gate Keepers,"Action, Comedy, Fantasy, Mecha, Sci-Fi, Shounen",7.02,3712.0,"Apr 3, 2000 to Sep 18, 2000",24.0
Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen",7.02,3708.0,"Jul 11, 1992",1.0
Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri,"Sci-Fi, Adventure, Comedy, Seinen",7.02,3705.0,"Apr 15, 2017",1.0
Tottoko Hamtarou,"Adventure, Comedy, Kids",7.03,3694.0,"Jul 7, 2000 to Mar 31, 2006",296.0
Stratos 4 Advance Kanketsu-hen,"Comedy, Military, Sci-Fi",7.03,3692.0,"Sep 22, 2006 to Oct 22, 2006",2.0
Tenchi Muyou! Ryououki 2nd Season Picture Drama,"Comedy, Sci-Fi, Shounen, Space",7.03,3693.0,"Sep 25, 1995",1.0
Shinkon Gattai Godannar!! 2nd Season,"Ecchi, Comedy, Mecha, Romance, Sci-Fi",7.03,3690.0,"Apr 5, 2004 to Jun 27, 2004",13.0
Renkin San-kyuu Magical? Pokaan,"Comedy, Ecchi, Magic, Parody, Vampire",7.03,3688.0,"Apr 4, 2006 to Jun 20, 2006",12.0
Persona 5 the Animation Specials,"Slice of Life, Comedy",7.03,3686.0,"May 29, 2019 to Jun 26, 2019",2.0
Nichijou: Original Jikai Yokoku,"Slice of Life, Comedy, School",7.03,3684.0,"Jun 24, 2011 to Jun 29, 2012",25.0
Karneval Specials,"Comedy, Josei",7.03,3680.0,"Jun 21, 2013 to Nov 22, 2013",11.0
Generator Gawl,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",7.03,3676.0,"Oct 7, 1998 to Dec 23, 1998",12.0
El Hazard: The Wanderers,"Adventure, Comedy, Romance, Fantasy",7.03,3675.0,"Oct 6, 1995 to Mar 29, 1996",26.0
Detective Conan: The Fugitive Kogorou Mouri,"Mystery, Comedy",7.03,3674.0,"Apr 30, 2014",1.0
Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,"Action, Adventure, Comedy, Seinen",7.03,3673.0,"Apr 18, 2015",1.0
Crayon Shin-chan Movie 21: Bakauma! B-Kyuu Gourmet Survival Battle!!,"Adventure, Comedy, Seinen",7.03,3672.0,"Apr 20, 2013",1.0
Code Geass: Hangyaku no Lelouch Picture Drama,"Comedy, School, Slice of Life",7.03,3671.0,"Jan 27, 2007 to Sep 25, 2007",9.0
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama,"Comedy, Military",7.03,3670.0,"Jun 26, 2015",1.0
Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,"Comedy, Kids, Supernatural",7.04,3664.0,"Dec 19, 2015",1.0
UFO Princess Valkyrie 3: Seiresetsu no Hanayome,"Comedy, Magic, Romance, Sci-Fi",7.04,3663.0,"May 25, 2005 to Oct 25, 2005",6.0
UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,"Comedy, Romance, Sci-Fi",7.04,3662.0,"Oct 4, 2003 to Dec 20, 2003",12.0
Tokyo Mew Mew,"Sci-Fi, Comedy, Magic, Romance, Fantasy, Shoujo",7.04,3660.0,"Apr 6, 2002 to Mar 29, 2003",52.0
Sora wo Kakeru Shoujo,"Adventure, Comedy, Sci-Fi, Space",7.04,3655.0,"Jan 6, 2009 to Jun 30, 2009",26.0
Otogi Juushi Akazukin,"Adventure, Comedy, Fantasy",7.04,3651.0,"Jul 1, 2006 to Mar 31, 2007",39.0
Omamori Himari,"Action, Harem, Comedy, Demons, Supernatural, Romance, Ecchi, Fantasy",7.04,3649.0,"Jan 7, 2010 to Mar 25, 2010",12.0
Nana Recaps,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",7.04,3647.0,"Jun 21, 2006 to Jan 10, 2007",3.0
Keppeki Danshi! Aoyama-kun,"Comedy, Seinen, Sports",7.04,3644.0,"Jul 3, 2017 to Sep 18, 2017",12.0
Mai-Otome Specials,"Fantasy, Magic, Comedy, Drama",7.04,3645.0,"Jan 27, 2006 to Sep 26, 2006",9.0
Kaibutsu Oujo: Konsui Oujo,"Action, Comedy, Horror, Supernatural, Vampire, Shounen",7.04,3643.0,"Feb 14, 2008",1.0
Sakamoto Desu ga?,"Slice of Life, Comedy, School, Seinen",7.66,1255.0,"Apr 8, 2016 to Jul 1, 2016",12.0
One Piece Movie 4: Dead End no Bouken,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",7.66,1252.0,"Mar 1, 2003",1.0
Mitsudomoe,"Comedy, School, Slice of Life",7.66,1251.0,"Jul 3, 2010 to Sep 26, 2010",13.0
Iron Kid,"Action, Adventure, Comedy, Sci-Fi",7.04,3641.0,"Apr 6, 2006 to Sep 28, 2006",26.0
Galaxy Angel Music Collection: Shouen to Shien no Cassoulet,"Sci-Fi, Comedy",7.04,3636.0,"Apr 25, 2002",1.0
gdgd Fairies 2,"Comedy, Fantasy",7.04,3637.0,"Jan 10, 2013 to Mar 28, 2013",12.0
Futari wa Precure,"Action, Comedy, Magic, Fantasy, Shoujo",7.04,3635.0,"Feb 1, 2004 to Jan 30, 2005",49.0
Digimon Savers,"Adventure, Comedy, Drama, Fantasy, Shounen",7.04,3631.0,"Apr 2, 2006 to Mar 25, 2007",48.0
Crayon Shin-chan Movie 03: Unkokusai no Yabou,"Sci-Fi, Comedy, Historical, Seinen",7.04,3630.0,"Apr 15, 1995",1.0
Kuroko no Basket: Baka ja Katenai no yo!,"Sports, Comedy, School, Shounen",7.66,1247.0,"Dec 4, 2013",1.0
"Katekyo Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!","Comedy, Shounen",7.66,1245.0,"Mar, 2010",1.0
Higashi no Eden Movie I: The King of Eden,"Comedy, Drama, Mystery, Romance, Slice of Life, Thriller",7.66,1242.0,"Nov 28, 2009",1.0
GetBackers,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural",7.66,1240.0,"Oct 5, 2002 to Sep 20, 2003",49.0
Gensoumaden Saiyuuki,"Adventure, Comedy, Supernatural, Drama, Shounen",7.66,1239.0,"Apr 4, 2000 to Mar 27, 2001",50.0
Free!: Dive to the Future,"Comedy, Drama, School, Slice of Life, Sports",7.66,1238.0,"Jul 12, 2018 to Sep 27, 2018",12.0
Digimon Tamers,"Adventure, Comedy, Drama, Fantasy, Shounen",7.66,1237.0,"Apr 1, 2001 to Mar 31, 2002",51.0
Chobits Recap,"Ecchi, Romance, Comedy, Sci-Fi, Drama",7.04,3629.0,"Feb 21, 2003",1.0
Bleach: The Sealed Sword Frenzy,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",7.04,3628.0,"Mar 23, 2006",1.0
B-gata H-kei,"Comedy, Romance, Ecchi, School, Seinen",7.04,3627.0,"Apr 2, 2010 to Jun 18, 2010",12.0
Ao no Exorcist Movie Special,"Parody, Comedy",7.04,3626.0,"Apr 1, 2012",1.0
Wangu Xian Qiong 2nd Season,"Adventure, Comedy, Fantasy, Shounen",7.05,3624.0,"Mar 15, 2018 to May 31, 2018",12.0
Tegami Bachi: Omakebachi,Comedy,7.05,3619.0,"Dec 22, 2010 to Aug 26, 2011",25.0
Stop!! Hibari-kun!,"Comedy, Shounen",7.05,3616.0,"May 20, 1983 to Jan 27, 1984",35.0
Shingeki! Kyojin Chuugakkou,"Comedy, Parody, School, Shounen",7.05,3615.0,"Oct 4, 2015 to Dec 20, 2015",12.0
Servamp,"Action, Comedy, Supernatural, Drama, Vampire, Josei",7.05,3614.0,"Jul 5, 2016 to Sep 20, 2016",12.0
Pokemon Movie 07: Rekkuu no Houmonsha Deoxys,"Action, Sci-Fi, Adventure, Comedy, Kids, Fantasy",7.05,3611.0,"Jul 17, 2004",1.0
Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,"Adventure, Comedy, Fantasy, Kids",7.05,3610.0,"May 20, 2006",1.0
Montana Jones,"Adventure, Mystery, Comedy, Historical",7.05,3606.0,"Apr 2, 1994 to Apr 8, 1995",52.0
Mahou Sensei Negima!,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",7.05,3605.0,"Jan 6, 2005 to Jun 30, 2005",26.0
Uchuu Kyoudai: Number Zero,"Sci-Fi, Slice of Life, Space, Comedy, Seinen",7.67,1235.0,"Aug 9, 2014",1.0
The iDOLM@STER,"Comedy, Drama, Music",7.67,1234.0,"Jul 8, 2011 to Dec 23, 2011",25.0
Sora no Otoshimono: Forte,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",7.67,1232.0,"Oct 2, 2010 to Dec 18, 2010",12.0
Pokemon Movie 01: Mewtwo no Gyakushuu,"Action, Adventure, Comedy, Kids, Drama, Fantasy",7.67,1225.0,"Jul 18, 1998",1.0
Nobunaga Concerto,"Comedy, Historical, Romance, Shounen",7.67,1221.0,"Jul 12, 2014 to Sep 20, 2014",10.0
Lupin III: Lupin vs. Fukusei-ningen,"Action, Adventure, Mystery, Comedy, Seinen",7.05,3603.0,"Dec 16, 1978",1.0
Lu Shidai 2nd Season,"Action, Adventure, Comedy, Game, Parody",7.05,3602.0,"Nov 26, 2014 to Dec 12, 2015",13.0
Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi,"Sci-Fi, Comedy, Mecha",7.05,3601.0,"Jul 24, 2007",1.0
Usavich,"Adventure, Comedy",7.03,3695.0,2006 to 2007,13.0
Dai Mahou Touge,"Comedy, Magic, Supernatural",7.02,3707.0,"Mar 20, 2006 to Mar 21, 2007",4.0
Friends: Mononoke Shima no Naki,"Kids, Fantasy, Comedy",7.02,3709.0,"Dec 17, 2011",1.0
IS: Infinite Stratos 2 - Hitonatsu no Omoide,"Action, Sci-Fi, Harem, Comedy, Mecha",7.02,3718.0,"Oct 30, 2013",1.0
Kekkaishi (TV),"Adventure, Comedy, Fantasy, Shounen",7.67,1217.0,"Oct 16, 2006 to Feb 5, 2008",52.0
Huyao Xiao Hongniang: Wangquan Fugui,"Comedy, Historical, Supernatural, Romance",7.67,1216.0,"Jan 8, 2016 to Apr 15, 2016",14.0
Fairy Tail OVA,"Comedy, Ecchi, Fantasy, Magic, Shounen",7.67,1211.0,"Apr 15, 2011 to Jun 17, 2013",5.0
Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",7.67,1209.0,"Oct 17, 1990",1.0
IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,"Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha",7.02,3719.0,"Dec 7, 2011",1.0
Jitsu wa Watashi wa,"Comedy, Supernatural, Romance, Vampire, Fantasy, School, Shounen",7.02,3720.0,"Jul 7, 2015 to Sep 29, 2015",13.0
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma na Hibi,"Sci-Fi, Comedy, Mecha",7.02,3722.0,"Jan 27, 2006",1.0
Night Walker: Mayonaka no Tantei,"Action, Comedy, Horror, Mystery, Vampire",7.02,3726.0,"Jul 9, 1998 to Sep 23, 1998",12.0
No Game No Life: Zero - Manner Movie,Comedy,7.02,3727.0,"Jul 15, 2017",1.0
Ranma ½: Tendou-ke no Oyobidenai Yatsura!,"Comedy, Martial Arts, Slice of Life",7.02,3730.0,"Aug 30, 1992",1.0
Ryuuou no Oshigoto!,"Comedy, Game, Slice of Life",7.02,3732.0,"Jan 8, 2018 to Mar 26, 2018",12.0
Sora no Method: Aru Shoujo no Kyuujitsu★,"Slice of Life, Fantasy, Comedy",7.02,3734.0,"Jul 24, 2015",1.0
Sunohara-sou no Kanrinin-san,"Comedy, Slice of Life",7.02,3735.0,"Jul 5, 2018 to Sep 20, 2018",12.0
Tenjou Tenge,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",7.02,3736.0,"Apr 2, 2004 to Sep 17, 2004",24.0
Toaru Majutsu no Index-tan,"Comedy, Parody",7.02,3742.0,"Feb 7, 2009 to May 29, 2009",2.0
"Zone of the Enders: Dolores, I","Action, Adventure, Space, Comedy, Mecha, Military, Sci-Fi",7.02,3748.0,"Apr 7, 2001 to Sep 29, 2001",26.0
Himouto! Umaru-chanS,"Comedy, Seinen, Slice of Life",7.0,3799.0,"Sep 16, 2015 to Feb 17, 2016",12.0
Hidan no Aria,"Action, Comedy, Romance, School",7.0,3798.0,"Apr 15, 2011 to Jul 1, 2011",12.0
Gokujou Seitokai,"Comedy, School, Slice of Life",7.0,3796.0,"Apr 7, 2005 to Sep 29, 2005",26.0
Full Metal Panic! Movie 1: Boy Meets Girl,"Action, Comedy, Mecha, Military, Sci-Fi",7.0,3795.0,"Nov 25, 2017",1.0
Doraemon Movie 35: Nobita no Space Heroes,"Comedy, Kids, Shounen, Space",7.0,3792.0,"Mar 7, 2015",1.0
Bakuten Shoot Beyblade G Revolution,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",7.0,3789.0,"Jan 6, 2003 to Dec 29, 2003",52.0
Tottemo! Luckyman,"Comedy, Super Power, Sci-Fi, Shounen",7.01,3784.0,"Apr 6, 1994 to Mar 23, 1995",50.0
Tennis no Ouji-sama: Mini Theater,Comedy,7.01,3783.0,"Dec 22, 2009",3.0
Reikenzan: Eichi e no Shikaku,"Comedy, Magic, Fantasy",7.01,3777.0,"Jan 8, 2017 to Mar 26, 2017",12.0
Pokemon Movie 04: Celebi Toki wo Koeta Deai,"Adventure, Comedy, Kids, Drama, Fantasy",7.01,3775.0,"Jul 7, 2001",1.0
Pita Ten,"Comedy, Fantasy, Kids, Romance, School, Shounen",7.01,3774.0,"Apr 7, 2002 to Sep 29, 2002",26.0
Nobunaga no Shinobi: Anegawa Ishiyama-hen,"Comedy, Historical",7.01,3772.0,"Apr 7, 2018 to Sep 29, 2018",26.0
New Dominion Tank Police,"Police, Comedy, Mecha, Sci-Fi, Shounen",7.01,3771.0,"Oct 20, 1993 to Oct 21, 1994",6.0
Macross 7 Encore,"Action, Sci-Fi, Music, Space, Comedy, Drama, Mecha, Shounen",7.01,3770.0,"Dec 18, 1995 to Feb 25, 1996",3.0
Macademi Wasshoi!,"Comedy, Ecchi, Fantasy, Romance, School, Supernatural",7.01,3769.0,"Oct 6, 2008 to Dec 22, 2008",12.0
Lupin III: Lupin Ansatsu Shirei,"Action, Adventure, Mystery, Comedy, Seinen",7.01,3768.0,"Jul 23, 1993",1.0
Kakutou Bijin Wulong: Rebirth,"Action, Comedy, Martial Arts, School, Shounen",7.01,3765.0,"Apr 2, 2006 to Oct 1, 2006",25.0
Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!,"Action, Adventure, Comedy, Fantasy",7.01,3759.0,"Sep 21, 2008",1.0
Doraemon Meets Hattori the Ninja,"Comedy, Kids, Sci-Fi, Shounen",7.01,3758.0,"Jan 3, 1982",1.0
Dominion,"Sci-Fi, Comedy, Police, Mecha",7.01,3757.0,"May 27, 1988 to Aug 11, 1989",4.0
Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,"Action, Adventure, Comedy, Seinen",7.01,3754.0,"Jul 24, 1993",1.0
Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,"Comedy, Seinen",7.01,3755.0,"Apr 16, 2011",1.0
Bomberman Jetters,"Action, Sci-Fi, Adventure, Comedy",7.01,3751.0,"Oct 2, 2002 to Sep 24, 2003",52.0
Tamayura: Sotsugyou Shashin Part 1 - Kizashi,"Comedy, Drama, Slice of Life",7.68,1205.0,"Apr 4, 2015",1.0
Tantei Opera Milky Holmes: Summer Special,"Comedy, Mystery, Super Power",7.01,3781.0,"Aug 25, 2011",1.0
