title,genre,score,ranked,aired,episodes
Ketsuekigata-kun!,Comedy,6.66,5290.0,"Apr 7, 2013 to Jun 23, 2013",12.0
Kemeko Deluxe!,"Action, Comedy, Ecchi, Romance, School, Sci-Fi, Shounen",6.66,5289.0,"Oct 5, 2008 to Dec 21, 2008",12.0
Chibi Airin no Yuruyaka na Nichijou,"Slice of Life, Comedy",6.09,11742.0,"Apr 16, 2018 to Sep 28, 2018",24.0
Chi-Sui Maru Specials,Comedy,5.22,11741.0,"Sep 21, 2011",2.0
Chi-Sui Maru 2nd Season,Comedy,4.92,11740.0,"Jan 15, 2011 to Sep 24, 2011",34.0
Chi-Sui Maru,Comedy,5.45,11739.0,"Feb 6, 2010 to Nov 26, 2010",41.0
Chein Kuro-Nikuru!! Kanketsu-hen,"Comedy, Parody",4.93,11736.0,"Jun 23, 2017",1.0
Chamebou Kuukijuu no Maki,Comedy,6.5,11725.0,"Aug 11, 1917",1.0
Catchy-kun no Nice Catch!,Comedy,5.17,11721.0,"Jul 7, 2017 to Sep 29, 2017",13.0
Caribadix 2nd Season,"Music, Comedy",5.25,11715.0,"Apr 1, 2018 to Jan 6, 2019",39.0
Caribadix,"Music, Comedy",5.41,11713.0,"May 7, 2017 to Mar 25, 2018",46.0
Capsule Samurai,"Comedy, Music, Samurai",5.04,11709.0,2004 to 2005,40.0
Calbee Hitokuchi Gekijou,"Comedy, Slice of Life",4.8100000000000005,11703.0,"Aug 11, 2014 to Sep 10, 2015",18.0
Cake Sushi,Comedy,4.52,11701.0,"Oct 14, 2015 to Nov 30, 2015",2.0
Buppu na Mainichi,Comedy,5.8100000000000005,11694.0,"Mar 11, 2017 to Sep 9, 2017",27.0
Bug tte Honey,"Adventure, Comedy",6.17,11688.0,"Oct 3, 1986 to Sep 25, 1987",51.0
Bug tte Honey: Megarom Shoujo Mai 4622,"Adventure, Comedy",5.39,11689.0,"Jul 21, 1987",1.0
Bucket de Gohan,Comedy,5.89,11686.0,"Jan 8, 1996 to Jun 24, 1996",20.0
Cakes,Comedy,4.17,11702.0,"May 9, 2016",1.0
Chibinacs 2.0,Comedy,5.25,11756.0,"Apr 14, 2007 to Oct 13, 2007",25.0
Dennou Senshi Dokan-kun,Comedy,6.43,11884.0,"Jan 15, 2007 to Mar 26, 2007",11.0
Ikkitousen: Xtreme Xecutor Specials,"Comedy, Ecchi",6.66,5286.0,"Jun 25, 2010 to Nov 25, 2010",6.0
Kage kara Mamoru!,"Comedy, Romance, Shounen",6.66,5287.0,"Jan 8, 2006 to Mar 26, 2006",12.0
Dennou Sentai Voogie's★Angel Gaiden: Susume! Super★Angels!,"Action, Comedy, Mecha, Parody, Sci-Fi",5.39,11885.0,"Aug 21, 1998 to Sep 19, 1998",2.0
Hyakka Ryouran: Samurai Bride Specials,"Ecchi, Comedy",6.66,5284.0,"Jun 26, 2013 to Nov 27, 2013",6.0
Din Dong Specials,"Comedy, Parody",5.46,11893.0,"Feb 24, 2010 to Nov 21, 2011",5.0
Gegege no Kitarou (1985),"Comedy, Supernatural",6.66,5280.0,"Oct 12, 1985 to Feb 6, 1988",108.0
Dochamon Junior 2,"Comedy, Kids",6.07,11897.0,"Oct 10, 2016 to Feb 27, 2017",16.0
Doraemon: Time Machine de Oshougatsu,"Sci-Fi, Adventure, Comedy, Kids, Shounen",6.66,5276.0,"Jan 1, 1980",1.0
Doraemon: Ganbare! Gian!!,"Adventure, Comedy, Fantasy, Kids, Shounen",6.66,5275.0,"Mar 10, 2001",1.0
Dokachin,"Comedy, Kids",5.54,11902.0,"Oct 2, 1968 to Mar 26, 1969",26.0
Bokutachi wa Benkyou ga Dekinai OVA,"Harem, Comedy, Romance, School, Shounen",7.51,1688.0,"Nov 1, 2019 to Apr 3, 2020",2.0
Boku wa Tomodachi ga Sukunai Next,"Harem, Slice of Life, Comedy, Romance, School",7.51,1687.0,"Jan 11, 2013 to Mar 29, 2013",12.0
Donkikko,"Comedy, Shounen",5.07,11920.0,"Sep 7, 1967 to Jan 25, 1968",21.0
Asobi Asobase OVA,"Comedy, Drama, School",7.51,1684.0,"Dec 26, 2018",1.0
Shugo Chara!,"Comedy, Magic, School, Shoujo",7.52,1680.0,"Oct 6, 2007 to Sep 27, 2008",51.0
Shinryaku! Ika Musume,"Comedy, Shounen, Slice of Life",7.52,1679.0,"Oct 5, 2010 to Dec 21, 2010",12.0
Doushitemo Eto ni Hairitai,Comedy,6.31,11936.0,"Oct 11, 2015 to Jan 10, 2016",13.0
Anime de Wakaru Shinryounaika,"Comedy, Seinen",6.66,5270.0,"Feb 13, 2015 to Jun 26, 2015",20.0
Patalliro!,"Adventure, Comedy, Romance, Shoujo, Shounen Ai",7.52,1675.0,"Apr 9, 1982 to May 13, 1983",49.0
Fuku-chan no Zousan Butai,"Comedy, Historical",5.97,12013.0,"Jul 1, 1943",1.0
Gakkyuu Ou Yamazaki Specials,Comedy,6.36,12052.0,"Mar 30, 1998 to Sep 28, 1998",2.0
Ganbare Goemon: Chikyuu Kyuushutsu Daisakusen,"Comedy, Shounen",6.07,12062.0,"Nov 21, 1998",1.0
Gaki Deka (OVA),"Comedy, Ecchi, Kids, Parody, Shounen",5.28,12049.0,"Nov 24, 1989",3.0
Gekikara Gag Gekijou: Tabasco Shower,"Ecchi, Comedy",5.38,12088.0,"May 1, 1992",2.0
GUNbare! Game Tengoku: The Game Paradise 2,"Action, Adventure, Comedy",5.31,12159.0,"Mar 19, 1998",1.0
Haishin Yuusha,"Comedy, Fantasy, Shounen",5.75,12174.0,"Dec 27, 2019 to Jan 17, 2020",12.0
Haruniwa Ie no 3 Nin-me,"Slice of Life, Comedy, Supernatural",6.55,12226.0,"Jan 23, 1998 to Mar 26, 1998",45.0
Hong Haier: Juezhan Huoyanshan,"Action, Adventure, Comedy, Demons, Fantasy",5.71,12323.0,"Aug 5, 2005",1.0
His Lipstick,"Kids, Comedy",4.89,12309.0,"Feb 24, 2012",1.0
Zhongguo Jingqi Xiansheng,"Comedy, Supernatural, Thriller",6.67,5268.0,"Feb 28, 2014 to May 17, 2016",63.0
Hinomaru!,"Adventure, Comedy, Fantasy",6.24,12303.0,"Jul 5, 2017 to Jun, 2018",12.0
himitsukesshatakanotsume.jp Specials,"Comedy, Parody",5.26,12301.0,"Dec 12, 2012 to Feb 6, 2013",2.0
himitsukesshatakanotsume.jp,"Comedy, Parody, Super Power",5.5600000000000005,12300.0,"Apr 6, 2012 to Feb, 2014",78.0
The World of Golden Eggs,"Comedy, Parody",6.67,5262.0,"Jan 7, 2005 to Dec 9, 2006",26.0
Sword Art Online II: Sword Art Offline II,Comedy,6.67,5260.0,"Oct 22, 2014 to Jun 24, 2015",9.0
Spirit of Wonder: China-san Tanpenshuu,"Comedy, Sci-Fi, Seinen",6.67,5259.0,"Jan 25, 2001 to Jan 23, 2004",3.0
Himitsukessha Taka no Tsume: Teikyou Kakutoku Daisakusen - Sakusen Kaigi,"Comedy, Parody",4.64,12299.0,"Oct 5, 2009 to Jan 7, 2010",12.0
Himitsukessha Taka no Tsume: Christmas Daisakusen,"Comedy, Parody, Super Power",4.98,12298.0,"Oct 11, 2007",1.0
Himitsukessha Taka no Tsume THE PLANETARIUM: Burabura! Black Hole no Nazo,"Adventure, Comedy, Parody, Space",4.46,12297.0,"Jul 15, 2011",1.0
Himitsukessha Taka no Tsume Specials,"Comedy, Parody, Super Power",5.17,12295.0,"Sep 21, 2006 to Dec 22, 2006",4.0
Himitsukessha Taka no Tsume GT,"Comedy, Parody, Super Power",5.44,12294.0,"Apr 7, 2016 to Apr 7, 2017",47.0
Shounan Bakusouzoku,"Action, Comedy, Shounen",6.67,5255.0,"Sep 10, 1986 to Mar 12, 1999",12.0
Himitsukessha Taka no Tsume DO,"Comedy, Parody, Super Power",4.97,12291.0,"Apr 3, 2015 to Mar 4, 2016",38.0
Himitsukessha Taka no Tsume Countdown Specials,"Comedy, Parody, Super Power",5.43,12290.0,"Dec 18, 2009 to Mar 19, 2010",5.0
High School Jingi,"Action, Comedy, Seinen",6.32,12282.0,"Feb 10, 1992",1.0
Hero Hero-kun,"Adventure, Comedy, Game, Kids",5.84,12268.0,"Apr 3, 2000 to Jan 2, 2001",104.0
Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen",6.66,5272.0,"Aug 17, 2002",1.0
Heli-Tako Puu-chan,"Comedy, Kids",6.31,12249.0,"Feb 14, 1998 to Feb 6, 1999",42.0
Heisei Matsue Kaidan: Ayashi,"Comedy, Historical, Parody, Horror, Supernatural",4.8100000000000005,12246.0,"Mar 17, 2017 to Apr 1, 2019",2.0
Hazedon,"Kids, Adventure, Comedy",5.8,12238.0,"Oct 5, 1972 to Mar 29, 1973",26.0
Harisu no Kaze,"Comedy, School",5.69,12221.0,"May 5, 1966 to Aug 31, 1967",70.0
Hare Tokidoki Buta,"Comedy, Kids",6.09,12216.0,"Aug 23, 1988",1.0
Happening Star ☆,"Comedy, Sci-Fi",5.9,12210.0,"Jan 22, 2012",1.0
Hanitarou Desu.,"Slice of Life, Comedy",5.76,12207.0,"Oct 6, 1997 to Jan 22, 1998",70.0
Hanasaka Tenshi Tenten-kun,"Comedy, Fantasy",6.6,12201.0,"Oct 10, 1998 to Sep 25, 1999",43.0
Hanawa Hekonai Kappa Matsuri,"Kids, Comedy",5.5,12202.0,1917,1.0
Hanakappa Movie: Hanasake! Pakkaan♪ Chou no Kuni no Daibouken,"Comedy, Kids",5.72,12198.0,"Apr 12, 2013",1.0
Hana no Kakarichou,"Comedy, Seinen, Slice of Life",5.8,12194.0,"Oct 3, 1976 to Mar 27, 1977",25.0
Han Hua Ri Ji,"Slice of Life, Comedy, Supernatural",6.88,12190.0,"Jul 21, 2019 to Sep 29, 2019",12.0
Hamuko Mairu!,"Adventure, Comedy",5.67,12189.0,"Jun 29, 1996",1.0
Hamidashi CoroCoro,"Comedy, Parody",6.06,12187.0,"Jul 14, 2016 to Dec 15, 2016",6.0
Inu to Hasami wa Tsukaiyou,"Comedy, Supernatural",6.65,5330.0,"Jul 2, 2013 to Sep 17, 2013",12.0
Hakusai Anime,"Slice of Life, Comedy, Romance, School",5.57,12182.0,"Jul 15, 2013 to Dec 29, 2014",3.0
Hakusai Anime Bangai-hen,"Comedy, School",4.74,12183.0,"Aug 10, 2014",1.0
NG Knight Ramune & 40 DX: Wakuwaku Jikuu - Honoo no Daisousasen,"Adventure, Fantasy, Comedy, Shounen",6.65,5342.0,"Jun 23, 1993 to Sep 22, 1993",3.0
Happy Seven: The TV Manga - Chibi Chara Moshimo Gekijou,"Comedy, Parody, Fantasy",6.08,12213.0,"Jan 17, 2006 to Jul 28, 2006",7.0
Happy Jozy,Comedy,4.73,12212.0,"Apr 3, 2015 to Apr 1, 2016",52.0
Ojisan to Marshmallow,"Slice of Life, Comedy, Romance",6.65,5344.0,"Jan 8, 2016 to Mar 25, 2016",12.0
Hawaiian Conu,"Slice of Life, Comedy",6.67,12234.0,"Jul 7, 2018 to Sep 29, 2018",13.0
Medaka Box Abnormal,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",7.52,1672.0,"Oct 11, 2012 to Dec 27, 2012",12.0
Love Stage!!,"Comedy, Romance, Shounen Ai",7.52,1670.0,"Jul 10, 2014 to Sep 11, 2014",10.0
Kore wa Zombie Desu ka?,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",7.52,1668.0,"Jan 11, 2011 to Mar 30, 2011",12.0
Hennako-chan,Comedy,5.55,12264.0,"Apr 25, 2008 to Jul 3, 2008",6.0
Hey Yo Yorang,"Adventure, Comedy, Fantasy, Kids, Magic",6.23,12270.0,"Jul 23, 2003 to Feb 11, 2004",26.0
Hero Company,"Comedy, Super Power, Seinen",5.28,12267.0,"Oct 5, 2015",2.0
Kimagure Orange☆Road OVA,"Magic, Comedy, Romance, School, Drama",7.52,1665.0,"Mar 1, 1989 to Apr 1, 1991",8.0
Free!,"Slice of Life, Comedy, Sports, Drama, School",7.52,1661.0,"Jul 4, 2013 to Sep 26, 2013",12.0
Himitsukessha Taka no Tsume EX,"Comedy, Parody, Super Power",5.77,12292.0,"Apr 11, 2014 to Mar 6, 2015",38.0
Himitsukessha Taka no Tsume The Movie 4: Kaspersky wo Motsu Otoko,"Parody, Comedy",5.55,12296.0,"Jun 10, 2010",1.0
Hisone to Maso-tan Digest Douga,Comedy,5.31,12310.0,"May 22, 2018 to Jul 9, 2018",4.0
Comic Girls,"Slice of Life, Comedy",7.52,1658.0,"Apr 5, 2018 to Jun 21, 2018",12.0
Hustle Punch,"Comedy, Fantasy, Kids",5.89,12376.0,"Nov 1, 1965 to Apr 25, 1966",26.0
Inui-san!,"Comedy, Shoujo",5.82,12424.0,"Jul 3, 2014",1.0
Ikuze! Gen-san,Comedy,5.73,12411.0,"Mar 24, 2008 to Sep 1, 2008",24.0
Ikkyuu-san: Haru Da! Yancha Hime,"Comedy, Historical, Kids",6.57,12409.0,"Mar 14, 1981",1.0
Ikkyuu-san: Ooabare Yancha-hime,"Comedy, Historical, Kids",6.06,12410.0,"Aug 25, 1980",1.0
Ikkyuu-san to Yancha Hime,"Comedy, Historical, Kids",6.3,12408.0,"Mar 18, 1978",1.0
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,"Comedy, Ecchi, Harem, Romance, School",6.65,5346.0,"Oct 5, 2012 to Dec 21, 2012",12.0
Ore no Imouto ga Konnani Kawaii Wake ga Nai.: Ore no Imouto ga Konnani Eroge na Wake Nai,"Comedy, Romance",6.65,5347.0,"Jan 22, 2014",1.0
Osomatsu-kun,Comedy,6.65,5348.0,"Feb 5, 1966 to Mar 25, 1967",56.0
Ijiwaru Baasan (1996),"Comedy, Slice of Life",6.0,12402.0,"Mar 19, 1996 to Jun 13, 1997",46.0
Hoshi Shinichi Short Short,"Comedy, Sci-Fi",5.72,12354.0,"Nov 11, 2007 to Nov 17, 2008",26.0
Hoshi Shinichi Short Short Special,"Comedy, Sci-Fi",5.89,12355.0,"Jan 2, 2010",1.0
Hula Kappa,Comedy,5.68,12369.0,"Apr 1, 2006 to Dec 21, 2006",78.0
Hybrid Deka,Comedy,5.13,12381.0,"Jan 22, 2011",1.0
Ichigo Ichie: Kimi no Kotoba,"Slice of Life, Comedy, School",6.05,12391.0,"Oct 24, 2010 to Jan 30, 2011",13.0
City Hunter: The Secret Service,"Action, Comedy, Mystery, Shounen",7.52,1657.0,"Jan 5, 1996",1.0
Ikemen Kyuugo-tai Nurse Angels,Comedy,5.32,12403.0,"Apr 26, 2013 to Jun 28, 2013",10.0
City Hunter: Ai to Shukumei no Magnum,"Action, Comedy, Mystery, Shounen",7.52,1655.0,"Jun 17, 1989",1.0
Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,"Comedy, Drama, Romance, School, Slice of Life",7.52,1654.0,"Sep 17, 2014",1.0
Carnival Phantasm EX Season,"Comedy, Supernatural",7.52,1653.0,"Nov 26, 2011",1.0
Angel Densetsu,"Action, Comedy, School",7.52,1651.0,"Dec 13, 1996",2.0
Bleach Movie 1: Memories of Nobody,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",7.52,1652.0,"Dec 16, 2006",1.0
Imokawa Mukuzo: Chuugaeri no Maki,Comedy,5.8100000000000005,12414.0,"May, 1917",1.0
Inuwari-san,Comedy,4.52,12425.0,"Mar 18, 2009",1.0
Ippou Nippon Mukashibanashi,"Comedy, Fantasy",4.64,12428.0,"Jun 1, 2016 to Jun 29, 2016",12.0
Doraemon Movie 26: Nobita no Kyouryuu 2006,"Adventure, Comedy, Kids",7.52,1660.0,"Mar 4, 2006",1.0
Nijiiro Days: Houkago Special,"Slice of Life, Comedy, Romance, School, Shoujo",6.66,5296.0,"Apr 3, 2016",1.0
Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,"Action, Adventure, Comedy, Fantasy, Kids",6.64,5400.0,"Mar 27, 2014",1.0
Narue no Sekai,"Comedy, Romance, Sci-Fi",6.63,5450.0,"Apr 5, 2003 to Jun 28, 2003",12.0
Kamiusagi Rope x Ricordi,"Comedy, Slice of Life",3.94,12578.0,"Apr 26, 2019 to Oct 2, 2019",3.0
Otogi Story Tenshi no Shippo,"Fantasy, Magic, Comedy, Harem, Romance",6.62,5500.0,"Oct 4, 2001 to Dec 20, 2001",12.0
"Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?","Adventure, Comedy, Slice of Life",5.27,12577.0,"May 12, 2012",1.0
Teekyuu 2 Specials,"Comedy, School, Shounen, Sports",6.6,5600.0,"Oct 25, 2013",2.0
Super Doll Licca-chan,"Adventure, Magic, Comedy",6.59,5648.0,"Oct 6, 1998 to Sep 28, 1999",52.0
Amaenaide yo!!,"Comedy, Ecchi, Harem, Romance, Supernatural",6.57,5690.0,"Jul 1, 2005 to Sep 16, 2005",12.0
What's Michael? (TV),Comedy,6.58,5688.0,"Apr 15, 1988 to Mar 28, 1989",45.0
Teekyuu 3 Specials,"Comedy, School, Shounen, Sports",6.58,5687.0,"Jan 24, 2014",2.0
R-15,"Comedy, Ecchi, Harem, Romance, School",6.58,5683.0,"Jul 10, 2011 to Sep 25, 2011",12.0
Kayoe! Chuugaku,"Comedy, School",5.74,12622.0,"Jun 6, 2011 to Mar 28, 2014",425.0
Kawauso Labo,Comedy,5.71,12621.0,"Jan 15, 2019 to Jul 16, 2019",26.0
Kaseifu ga Ita.,"Slice of Life, Comedy, Shoujo",4.59,12615.0,"Sep 30, 2014",1.0
Kariage-kun,"Comedy, Seinen, Slice of Life",6.19,12609.0,"Oct 17, 1989 to Dec 21, 1990",59.0
Kappamaki,"Comedy, Slice of Life",5.41,12602.0,"Mar 31, 2003 to Sep 26, 2003",130.0
Osomatsu-san Short Film Series,"Comedy, Parody",6.58,5680.0,"Jan 29, 2016 to Jul 29, 2016",7.0
Moeru! Oniisan,"Action, Adventure, Comedy",6.58,5676.0,"Mar 14, 1988 to Sep 19, 1988",24.0
Mama wa Poyopoyo Saurus ga Osuki,"Comedy, Kids, Slice of Life",6.58,5674.0,"Sep 2, 1995 to Aug 31, 1996",52.0
Kanbee-kun ga Yuku,"Comedy, Historical, Kids",5.61,12594.0,"Jan 2, 2014 to Jan 3, 2014",3.0
Kanokon,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural",6.58,5672.0,"Apr 5, 2008 to Jun 21, 2008",12.0
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu vs. Nakimushi Aidoru!? Nihon Ikkai Dai-Sug,"Comedy, Police",6.58,5673.0,"Mar 27, 2005",1.0
Kakegurui Picture Drama,"Game, Comedy",6.58,5671.0,"Oct 13, 2017 to Dec 15, 2017",3.0
Kana Kana Kazoku: Stop Rubella,Comedy,4.55,12592.0,"Dec 24, 2014",1.0
Kabukichou Sherlock,"Comedy, Drama, Mystery",6.58,5670.0,"Oct 12, 2019 to ?",24.0
Kana Kana Kazoku Shorts: Naru Haya Kakusan Kibou,Comedy,4.86,12590.0,"Sep 1, 2014 to Sep 17, 2014",6.0
Kana Kana Kazoku: Rika in Wonderland,Comedy,4.36,12591.0,"Nov 12, 2014",1.0
Joshikousei: Girl's High Specials,"Comedy, Slice of Life",6.58,5669.0,"May 25, 2006 to Sep 22, 2006",3.0
Kamo ga Suki,"Comedy, Dementia",5.0,12586.0,"Apr 6, 2017",1.0
Kamiusagi Rope x Wacoal,"Slice of Life, Comedy",5.64,12583.0,"Oct 5, 2016 to Sep 6, 2017",6.0
Kamiusagi Rope x Tokyo Gas,"Comedy, Slice of Life",4.89,12582.0,"Sep 19, 2013 to Oct 7, 2013",2.0
Kamiusagi Rope Specials,"Comedy, Slice of Life",4.74,12576.0,"Jan 28, 2011",2.0
Kamiusagi Rope 3,"Comedy, Slice of Life",4.83,12574.0,"Dec 23, 2011 to Aug, 2012",12.0
Kamiusagi Rope 2 Specials,"Comedy, Slice of Life",4.54,12573.0,"Jan 27, 2012",4.0
Kaminari Boy Pikkari★bee,"Adventure, Comedy, Kids",5.76,12568.0,"Apr 1, 1967 to Mar 30, 1968",54.0
Kakkun Cafe,"Comedy, Parody, Slice of Life",5.72,12560.0,"Sep 22, 1984",1.0
Kakko Kawaii Sengen! Specials,Comedy,5.17,12559.0,"Dec 16, 2011 to Mar 23, 2012",14.0
Kaitou Pride,"Kids, Adventure, Comedy",5.89,12553.0,"May 31, 1965 to Nov 4, 1965",105.0
Kaishain! Nourin Suisan-shou e Iku,Comedy,4.34,12548.0,"Mar 1, 2019",1.0
Kaishain x Sumida Suizokukan Bikkuri! Kai Matsuri CM,Comedy,5.04,12547.0,"Mar 15, 2017 to Mar 30, 2017",2.0
Kaiketsu Zorori: Mamoru ze! Kyouryuu no Tamago,"Adventure, Comedy, Kids",6.48,12545.0,"Dec 14, 2013",1.0
Kaiketsu Zorori no Dragon Taiji,"Adventure, Comedy",6.33,12544.0,"Nov 28, 1989",1.0
Kaiketsu Zorori Movie: Uchuu no Yuusha-tachi,"Adventure, Comedy",6.19,12542.0,"Sep 12, 2015",1.0
Kaiketsu Tamagon,"Adventure, Comedy, Kids",5.58,12541.0,"Oct 5, 1972 to Sep 28, 1973",195.0
Kaijuu Step Wandabada,"Comedy, Kids",3.71,12540.0,"Sep 27, 2019 to ?",26.0
Kaiketsu Zorori Movie: ZZ no Himitsu,"Adventure, Comedy, Kids",6.85,12543.0,"Nov 25, 2017",1.0
Kaijuu Sakaba Kanpai! Specials,Comedy,5.48,12539.0,"Jan 29, 2016",13.0
Kaibutsu-kun: Suna Majin wo Yattsukero no Maki / Kaibutsu-kun to Haniwa Kaishin no Maki,"Comedy, Horror",4.96,12536.0,"Mar 18, 1969",1.0
Kaibutsu-kun: Kaibutsu Land e no Shoutai,"Comedy, Horror, Kids, Shounen",5.8,12535.0,"Mar 14, 1981",1.0
Kaibutsu-kun: Demon no Ken,"Comedy, Horror, Kids, Shounen",5.94,12534.0,"Mar 13, 1982",1.0
iDOLM@STER Xenoglossia,"Action, Comedy, Mecha, Sci-Fi",6.58,5667.0,"Apr 3, 2007 to Sep 25, 2007",26.0
Fortune Quest L,"Adventure, Comedy, Fantasy, Magic",6.58,5664.0,"Oct 18, 1997 to May 23, 1998",26.0
Cutey Honey F,"Action, Adventure, Comedy, Magic, Romance, Sci-Fi, Shoujo",6.58,5661.0,"Feb 15, 1997 to Jan 31, 1998",39.0
Cinderella Girls Gekijou,"Comedy, Slice of Life",6.58,5660.0,"Apr 4, 2017 to Jun 27, 2017",13.0
.hack//Quantum: Sore ike! Bokura no Chimuchimu-chan!!,"Game, Comedy",6.58,5654.0,"Jan 28, 2011 to Apr 7, 2011",3.0
Shigofumi Picture Drama,Comedy,6.59,5645.0,"Mar 25, 2008 to Sep 26, 2008",7.0
Rokumon Tengai Mon Colle Knights,"Adventure, Comedy, Fantasy, Kids, Magic, Parody",6.59,5643.0,"Jan 10, 2000 to Dec 25, 2000",51.0
Shakugan no Shana: Friagne to Marianne no Naze Nani Shana! Nandemo Shitsumonbako! 2,"Fantasy, Comedy, Supernatural",6.59,5644.0,"Jan 25, 2008 to Aug 29, 2008",8.0
Kagaku Manga Survival,"Action, Comedy, Shounen",4.67,12519.0,"Mar 28, 2019",1.0
Kaette Kite yoo Toyama kara,"Slice of Life, Mystery, Comedy",4.65,12516.0,"Jun 29, 2015 to Feb 19, 2016",4.0
Kaettekita Dr. Slump: Arale-chan Special,"Sci-Fi, Comedy, Shounen",5.74,12517.0,"Dec 31, 1990",1.0
Kaden Manzai John TV Show!,Comedy,5.2,12513.0,"Apr 6, 2008 to Aug 21, 2008",25.0
Kaeru Ouji to Imomushi Henry,"Comedy, Magic, Fantasy",5.5,12514.0,"Jul 2, 2018 to Dec 31, 2018",53.0
Kachikachi Yama no Shouboutai,Comedy,5.47,12511.0,"Feb 1, 1948",1.0
Kabushiki Kaisha Zoo,"Kids, Comedy",6.42,12505.0,"Jan 20, 2010 to Aug 30, 2010",12.0
Kabi Usagi (2016),Comedy,4.34,12503.0,"Jun 26, 2016",1.0
Kabi Usagi,Comedy,4.36,12502.0,"Jul 5, 2012 to Aug 10, 2012",3.0
Kaba Enchou no Doubutsuen Nikki,"Kids, Comedy, Drama",6.93,12500.0,"Aug 23, 1981",1.0
Junk Head,"Action, Sci-Fi, Adventure, Comedy, Thriller",6.0,12492.0,"Jul 23, 2017",1.0
Jungle Kurobee,Comedy,6.22,12490.0,"Mar 2, 1973 to Sep 28, 1973",31.0
Rizelmine,"Sci-Fi, Comedy, Romance, Ecchi, School",6.59,5642.0,"Apr 3, 2002 to Dec 22, 2002",24.0
Princess Princess Specials,"Comedy, School, Shoujo",6.59,5641.0,"Jul 19, 2006 to Dec 20, 2006",12.0
Pokemon: Pikachu Tankentai,"Adventure, Comedy, Fantasy, Kids",6.59,5640.0,"Jul 17, 1999",1.0
Pokemon: Pikachu no Fuyuyasumi,"Adventure, Comedy, Fantasy, Kids",6.59,5639.0,"Dec 22, 1998",2.0
Pokemon: Odoru Pokemon Himitsu Kichi,"Comedy, Fantasy, Kids",6.59,5638.0,"Jul 19, 2003",1.0
Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga,"Slice of Life, Comedy",6.59,5635.0,"Jul 8, 2015 to Sep 29, 2015",60.0
Midori no Makibao,"Sports, Comedy",6.59,5634.0,"Mar 9, 1996 to Jul 12, 1997",61.0
Massugu ni Ikou.,"Comedy, Josei, Romance, Slice of Life",6.59,5633.0,"Aug 18, 2003 to Aug 21, 2003",4.0
Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,Comedy,6.59,5632.0,"Nov 18, 2013 to Jul 2, 2014",5.0
Koyomi History,Comedy,6.59,5631.0,2016,1.0
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi Fan Disc Interval,"Sci-Fi, Comedy, Mecha",6.59,5630.0,"Feb 25, 2004",3.0
Kobo-chan,"Comedy, Kids, Slice of Life",6.59,5628.0,"Oct 19, 1992 to Mar 21, 1994",63.0
Jingisukan no Jin-kun,Comedy,5.19,12474.0,"Sep 6, 2017 to Nov 8, 2017",10.0
Jii Coro Comic,"Comedy, Kids, Sci-Fi",4.34,12469.0,"Dec 25, 2015",1.0
Jarujio Animal,"Adventure, Comedy, Parody",6.59,12459.0,"Apr 26, 2010 to Jun 28, 2010",10.0
Japonese,Comedy,6.41,12458.0,1977,1.0
Jankenman: Kaijuu Dai Kessen,"Comedy, Kids",6.34,12456.0,"Jul 23, 1992",1.0
J League wo 100-bai Tanoshiku Miru Houhou!!,"Parody, Sports, Comedy",5.27,12450.0,"Jun 11, 1994",1.0
HenSemi (TV),"Comedy, Ecchi, Seinen",6.59,5621.0,"Apr 8, 2011 to Jul 1, 2011",13.0
Heibai Wushang 2nd Season,"Action, Comedy, Supernatural",6.59,5620.0,"Aug 5, 2017 to Oct 14, 2017",12.0
Itazura Tenshi Chippo-chan,"Comedy, Kids",5.5600000000000005,12442.0,"Mar 30, 1970 to Dec 31, 1970",240.0
Itazura Post,Comedy,6.37,12441.0,"Jul 28, 1917",1.0
Freezing Vibration Specials,"Action, Ecchi, Comedy",6.59,5616.0,"Dec 25, 2013 to May 28, 2014",6.0
Dororon Enma-kun Meeramera,"Action, Comedy, Parody, Super Power, Demons, Supernatural, Magic, Ecchi",6.59,5614.0,"Apr 8, 2011 to Jun 24, 2011",12.0
Doraemon: It's New Year!,"Kids, Comedy, Sci-Fi, Shounen",6.59,5613.0,"Jan, 1979",1.0
Isobe Isobee Monogatari: Ukiyo wa Tsurai yo (2015),"Comedy, Historical, Shounen",5.29,12438.0,"Dec 12, 2015",1.0
